30.963,18.2
38.598,18.6
36.228,22.3
42.021,19.4
18.77,19
36.509,26.6
31.331,17.1
35.107,22.5
27.499,21.4
16.795,16.3
33.634,22.3
29.174,18
23.344,17
18.093,19.9
17.512,19.3
17.308,21.2
24.168,24.2
20.327,21.5
13.617,16.8
23.631,17
22.19,17.2
37.191,21.3
21.001,17
21.206,24.5
15.567,17
18.923,20.5
17.886,17.7
34.354,22.3
37.733,23.4
30.655,13.3
24.127,18.2
23.852,17.9
31.26,19.7
21.533,17.4
37.466,25
24.823,19.7
26.2,22.5
35.153,22.5
29.444,20.8
17.81,16.6
23.944,17
21.86,16.8
27.848,21.3
7.177,11
12.436,15
11.607,16.2
24.847,17.1
16.506,14.6
29.051,21
20.919,16.2
17.818,20
20.854,19.8
12.545,18.1
21.713,17.4
16.686,15.2
20.573,16.1
23.028,19.1
27.384,17.1
11.931,14.7
20.486,22.2
